Dateline,Text
"Philadelphia  December 24. 1795
","My Dearest Friend Inclosed is a Post note for Six hundred Dollars out of which I pray you to repay Dr. Tufts the three hundred We borrowed and the rest I hope will answer your Ends till March. My  here are so enormous, two subscriptions for erecting Colledges in  Kentucky and in the Western Territory and a small, too small assistance to Charles will make it almost impossible for me to answer the Demands on me during the Quarter. I am my Dearest Friend affectionately yours "
NA,"My Dearest Friend I wrote you this morning  a Post note for 600 and went to Senate with full Expectation of receiving a Letter from you. The Door Keeper had the Letters for others but none for me -- What a Disappointment? I went mourning and moaping about for some time, grumbling at my Stars and almost blaming my best Friend: but it was not long before the Letter of the 15 was brought me from the President to whom the Post Office had sent it by Mistake. I am glad the Clover is covered and that French is paid extravagant as he is. The Anti Treaty People are not supported by the People generally nor by their Legislatures.  North Carolina has left them in the Lurch and it is supposed   will not be up to their Pitch. In short all the opposition to the Treaty is likely to vanish in Vapour and foul Smoke. The Assembly of  Virginia, however, have passed a Number of hair  Resolutions for amending the Constitution, in which I believe they will not be Seconded, unless by  Kentucky, After the Experience of our own Government and that of  France, when all Sensible Men are convinced that our Constitution, if defective in any Part, wants more Strength in the Senate and Executive, to propose to make the Senate dependent on Annual Elections and the House of Representatives to participate more in Executive Power is  a flight of Ignorance and folly that I could not have expected from a People like the Virginians: nor can it be accounted for but by that Spirit of Irritation and Fervor which is inspired by Conscious Debts. The Senate is as firm as a Rock and has received I believe an Accession of Strength in the new Member from  Georgia. The Newspapers begin to throw out hints about Titles and Checks and  with a distant View to the approaching Election of Electors of P. and V.P. But this at present will counteract their own hopes: for Checks and Ballances having been adopted in Part at least in  France, begin to grow more popular all over  Europe and  America. I dined with The P. Yesterday, and shall again to day. I wish to read your Observations upon Randolphs what shall I call it? -- I sent it by last Post. I think it is too evident that the Creature meditated a total defeat of the Treaty; and he had too much Influence in proceeding several Steps in the Business. The Plan Seems to have been to delay the Ratification till the People should have time to set up such a  as to make it impossible to sign it at all. This was a very friendly Attachment to the Honour and Faith of the P. to be sure, to say nothing of The Senate or Mr. Jay. Such a Character in the Cabinet and in the P.s bosom was a Serpent that might have stung if his Invention, Cunning and Courage had been adequate. The P. is more than commonly incensed as I hear against this Man and he certainly has great Reason. His Pamphlet has not blunted the Edge, nor diminished the force of Fauchets Letter in the least. It must totally destroy the Confidence in both Characters for what I see. -There are Letters to the Offices from Mr. Adams dated in September. Dont be uneasy. We shall hear in due time.  "
Monday Morning Decr. 28. 1795,"My dearest Friend I have just received from the  Office your Letter of the 20th, by Brisler who went to carry one for you. I write by every Post i.e. by Mondays and Thursdays which are the only ones on which Mails are made up for any Place beyond  N. York, and the only ones on which Letters arrive here from any Place beyond that City. Mrs. Adams your new Daughter behaves prettily in her new Sphere. I dined with them one day and promised, to take my Lodgings with them the next time.Mrs. Adams  me an elegant bed which she politely said she had made up for me. As to the details in which you say the Ladies excell Us, I have not Patience. I who have the Patience of Job,  [illegible]   have not Patience to write Letters in the style of Grandison and Lovelau. Commonly You would admire to see with what [illegible]   Serenity and Intrepidity I sett and hear. Not all the Froth can move my contempt, not all the Sedition stirr my Indignation, nor all the Nonsense and Deliverance excite my Pity. If Dignity consists in total Infeasibility I believe my Countenance has it. B. however tells me he can always perceive when I dont like any Thing. It must be by reasoning from what he knows to be my opinions. My Countenance skews nothing for the most part. Sometimes I believe it may be legible enough. The  upon Peace by Madam De Stael are not here. The President and Presidentess always send their Regards to you. Madam invites you to come next Summer to  Mount Vernon and visit the  City. I am almost afraid to write it to you for fear it should turn your head and give you thought and hopes of accepting the Invitation. I told Madame La Presidante, that after the Year 1800 when Congress should set at  Washington and that City became very great I thought it not impossible that You and your sister Cranch might seriously entertain such a Project, for the sake of making a Visit to Mount Vernon as well as seeing Mrs. Cranches Grand Children. Always write me how Mrs. Brisler and her Children are. It makes the good Mans Countenance shine so bright when I tell him of it, that I take a great Pleasure in reading these Paragraphs to him.  I am anxious to hear of. My Duty to her and Love, Compliments &c. &c. to whom you please.  "
"Philadelphia  Decr. 30. 1795
","My dearest Friend You will see by the Production of Jonathan Pinlow in the  that the Aristocrat has given a Title to your Husband. A couple of little Villains are before the House on a Charge of attempting to bribe the Members. In the Course of this Business a Number of Useful Lessons will be taught. 1. One is to the People to entertain a little more respect for their  2. Another is to the Reps. to entertain more respect for themselves. The Treaty has produced this , and it shews Us the Corruption of Canada Merchants as well as their Opinion of the Corruptibility of others.   "
"Philadelphia  Jan. 2. 1796
","My Dearest Friend The Weather here is as fine as it was the last Year. The Festival season of Christmas and the new Year, is enjoyed in Perfection by all, for what I know, but poor Cabot and me. It is as solitary and disconsolate as a lone Goose. He strives to keep up his Spirits and preserve his usual Gaiety but one plainly perceives it is all Exertion. There are Letters to the Secretary of State upon public Affairs, from  as late as 5th of October. I dont expect that he will go over to  England at all. Upon the whole it will be as well that he should not. Two Speculating Landjobbing Villains, in combination with Indian Traders at  Detroit, will take up the House of Representatives half the Winter for what I know. I see no Necessity for all this Parade. They might have been sent to Prison at once for Contempt, during the session and ordered to be prosecuted by the  Gen. Our two Grandsons at  New York have the Measles and the Grandaughter is expected to have them. The season of the Year is as  as their Age, and it is will be fortunate for them to have gone through this unavoidable Evil thus early in Life. The H. of Reps in  S.C. have behaved amiss -- but they did not dare to send their firebrand to the Senate, and almost half their Number went out of the House. The Vote is the meanest which has ever been passed. Not one of the Mobs have been so sordid as to the whole Treaty upon the single Point of Pay for the Negroes. S.C.,  V. and  Kentucky I believe will be the only States which will  their Teeth and they can not bite. Goodhue is almost discouraged or at least quite out of Patience. He says  ""the whole History of the Government has been one continued  to roll a Stone up a Steep hill. It is too fatiguing to be always on the Stretch -- and a Government that requires so much Pains to support it is not worth preserving."" It is indeed the tone of Sysiphus. Van borchket tells me that the new French Government is not  to The Dutch. They are as yet too Jacobinical. He thinks the French Constitution will turn upon a Pivot, and come round at length to  ""The Defence of the C. of U.S."" De L'Etombe tells me that  ""The "" has not only been laid down by Boissy D'Anglass, as their future Model, but has been frequently quoted of late in the Convention by many other of the principal Members as their first authority."" I wish they understood their authority better or had more Fortitude, Competency and Influence in adopting and establishing the genuine Principles of that Work. I have often told you laughing, what may become a real Truth that  ""I shall be the great Legislator of Nations and that Nations must learn of me or  one anothers throats."" This sounds like the Bombast of Mad Tom: Thus much is a Serious Truth that  Nations must all become followers of Zeno not of me, or wrangle and fight forever. I am but a Disciple of Zeno. I dined on Thursday with Adet who called upon me for a Toast. I gave an happy Success to the new Government in  France. The French Company seemed to relish it better than our Frenchified Americans.  "
"Philadelphia  January 5. 1796
","My dearest Friend There is a dead calm in the political Atmosphere, which furnishes no Event worth relating. The House of  is wholly taken up with two worthless Agents of Corruption. I have this day however heard News that is of some Importance. It must be kept a Secret wholly to yourself. One of the Ministry told me  that the President was solemnly determined to serve no longer than the End of his present Period. He mentioned such Circumstances of solemn Observation as left him no room to doubt. Mrs. W. said one thing to me lately which seemed to imply as much. Others, Men of the first Weight, I find consider the Event as certain. You know the Consequence of this, to me and to yourself. Either We must enter upon Ardours more trying than any ever yet experienced; or retire to  Quincy Farmers for Life. (I am at least determined not to serve under Jefferson, as W. is not to serve at all. I will not be frightened out of the public service nor will I be   disgraced in it.) You will say that he will be over persuaded. You know what Jerremy said of Elijah.  ""His poor soul would have no chance for salvation for he had sworn most bitterly."" The Weather is mild as last Winter. No snow. No frost. Farmers may plough. I received Yesterday  your  of the 27 . Who Randolphs four mighty Men were, I know not. I am much mortified to reflect that I ever had any Opinion of that Creatures head or heart. There are Letters from  as far as 5th of October in the Office of State. His public Correspondence is still very punctual and quite Satisfactory. Randolphs Intrigues to defeat the Treaty defeated him of the  of going to  England but I dont regret it.   I am with the tenderest Affection your     "
"Philadelphia  Jany. 7. 1796
","My Dearest Friend  is another Production of Porcupine, whose quils will stick. ""And Midas now neglected Stands With Asses ears and dirty hands."" The President appears great in Randolphs Vindication throughout excepting that he wavered about signing the Treaty which he ought not to have done one moment. Happy is the Country to be rid of Randolph: but where shall be found good Men and true to fill the offices of Government. There seems to be a Necessity of distributing the Offices about the States in some Proportion to their Numbers: but in the Southern Part of the Union false  have struck their roots so deep that it is very difficult to find Gentlemen who are willing to accept of public Trusts and at the same time capable of discharging them. The President offered the Office of State to Seven Gentlemen who declined: to Mr. Patterson, Mr. King, Mr. Henry of  Virginia, Mr. Charles Cotesworth Pinckney of  S.C. and three others whose names I dont recollect. He has not been able to find any one to accept the War Office. The Expences of living at the Seat of Government are so exorbitant, so far beyond all Proportion to the salaries  and the sure Reward of Integrity in the discharge of public functions is such Obloquy, Contempt and Insult, that no Man of any feeling is willing to renounce his home, forsake his Property and Profession for the sake of removing to  Philadelphia where he is almost sure of disgrace and Ruin. Where these Things will end I know not. In perfect Secrecy between You and me, I must tell you that I now believe the P. will retire. The Consequence to me is very serious and I am not able as yet to see what my Duty will demand of me. I shall take my Resolutions with cool deliberation, I shall watch the Course of Events with more critical attention than I have done for some time, and what Providence shall point out to be my Duty I shall pursue with Patience, and Decision. It is no light thing to resolve upon Retirement. My Country has claims -- my Children have claims and my own Character have claims upon me. But all These Claims forbid me to serve the Public in disgrace. What ever any one may think I love my Country too well to shrink from Danger in her service provided I have a reasonable prospect of being able to serve her to her honour and Advantage. But if I have Reason to think that I have either a Want of Abilities or of public Confidence to such a degree as to be unable to support the Government in a higher Station, I ought to decline it. But in that Case, I ought not to serve in my present Place under another especially if that other should entertain sentiments so opposite to mine as to endanger the Peace of the Nation. It will be a dangerous Crisis in public affairs if the President and Vice President shall be in opposite Boxes. These Lumbrations must be confined to Years over But I think upon the whole the Probability is strong that I shall make a voluntary Retreat and spend the rest of my days in a very humble Style with you. Of one Thing I am very sure. It would be to me the happiest Portion of my whole Life.  I am with unabatable Affection Yours    "
"Philadelphia  Jan. 8. 1796
","My Dearest Friend The Sec. of State has received a Duplicate No. 55 from Mr. A. dated  The Hague  15 of which the following is an Extract. ""I received yesterday from  Hamburg the Letter, which you did me the  to write me on the 14th. of August, with a Duplicate of that dated July 21. The Copy of the proposed Treaty, between the  United States and  Great Britain, with the Act of the Senate relative to it which you mention to have sent me by a previous Opportunity has not yet reached me, nor any Newspapers from the Department of State later than the 30th of April."" ""The Dispatches of which I have hereby acknowledged the Receipt were forwarded from  Hamburg by Mr. Parish, who mentions that they were sent to him by Mr. Frazer, the English Minister at that Place, in consequence of orders from Lord Grenville. By the Superscription on the outward Cover of your Letters it appears, that Mr. Hammond was the Bearer of them from  America. Immediately upon the Receipt of your last orders, I took measures preparatory to my Departure from  London. The regular Communication between these Provinces and  England being still interrupted I am obliged to go by way of  Hamburg, or to take the Advantage  of the first neutral Vessell, intending to go from Home to  London. Such an opportunity presents itself and I hope to sail from  Rotterdam, some day between the 20 and 25 of the current Month. Confirmably to your Directions, I shall commit the affairs of the  United States here to the Charge of my Secretary during my Absence, and observing the usual Attentions during upon a temporary Absence, shall endeavour to obviate any Impressions that may arise from my going to  London at this Period. The peculiarity of Circumstances which mark the present Moment, so recent since the declaration of War by  Great Britain against these Provinces, and happening at the Instant, when the decision is taken for the Convocation of a general national Assembly, which changes the Supreme Authority of this Country, will perhaps render my departure specially liable to Observation, but I hope that the Explanation I shall make will prevent any Umbrage being taken, upon erroneous Suspicions."" You see by the above that one of your sons is probably in  England and the other in  Holland. I transcribe it for you knowing and feeling your Anxiety.   "
"Philadelphia  Jan. 12. 1796
","My Dearest Friend The  Letter, which I received this morning will give you more Pleasure than any Thing I can write you. I have received  your  of the 3d. of this month  and am much afflicted at the News of your painful Hand and more still with your Rhumatic Affections. Your Account of farming is rather too concise. The Weather here is as moderate as Spring. A little snow falls and is immediately washed away by plentiful Rains which are soon followed by soft Weather and  Winds. A Calm in : but anxious Expectations from  Europe. I dined last Week at the French Ministers with the virtuous ten, the virtuous Mr. Gallatin, Mr. Dallas and others. The Speaker of the House was there.  Mr. Adet called upon me for a Toast and I gave  ""An happy Success to the new Government in  France"" which I wish with all my heart, without much hope of its long duration. Emulation in the Directory will soon produce Divisions, Jealousies, Envy, hatred and every Evil Word, Thought and Work. Between ourselves, Every Person I meet believes The P. is determined unequivocally to retire. This is more interesting to Us than to any other Family because it necessitates me to determine whether I shall unequivocally retire too or not.    "
"Philadelphia  15 Jan. 1796
","My Dearest Friend We have floods of rain but no frost nor Snow and very little news. The Democrats continue to pelt as you will see by the  Political Chess. We go on as We always have done, for the three first months of the Session, distributing Business into the hands of Committees, meeting and adjourning. The Gallery finds little Entertainment in our Debates. We have Seldom more than 30 or 40 in it sometimes 4 or 5 and sometimes none at all. The Treaty is again unaccountably delayed. We are not well Served. These disappointments frequently force from me a vain glorious boast in my own breast, which however I never utter but to you.  ""It was not thus in my Day."" And what is much more dear to my heart.  ""It is not thus where my Son is."" The British Government appears to be driven to hard Shifts. They are hazarding a dangerous Bill, to suppress . I wish it may not weaken rather than strengthen their hands. But restless Democracy struggling for Aristocracy, will destroy itself and introduce Despotism as I fear. But  An awful Struggle must however intervene. "
"Philadelphia  Jan. 20. 1796
","My Dearest Friend This is one of my red Letter Days. It is the Anniversary of the Signature of the Declaration of an Armistice between The  U.S. and  G. Britain, in 1783. There are Several of these Days in my , which I recollect as they pass in review, but which nobody else remembers. And indeed it is no otherwise worth my while to remember them than to render an Ejaculation of Gratitude to Providence for the Blessing. We are wasting our Time in the most insipid manner waiting for the Treaty. Nothing of any Consequence will be done, till that arrives and is mauled and abused and then  in. For the Antes must be more numerous than I believe them and made of Sterner Stuff than I conceive, if they dare hazard the Surrender of the Posts and the Payment for, by any Resolution of the House that shall render precarious the Execution of the Treaty on our Part. I am as you say quite a . I am to dine to day again. I am Heir Apparent you know and a Succession is soon to take Place. But whatever may be the Wish or the Judgment of the present Occupant, the French and the Demagogues intend I presume to set aside the  [illegible]  Descent. All these hints must be Secrets. It is not a subject of Conversation as yet. I have a pious and a philosophical Resignation to the Voice of the People in this Case which is the Voice of God. I have no very ardent desire to be the Butt of Party Malevolence. Having tasted of that Cup I found it bitter, nauseous and unwholesome. I hope Copland will find his six Loads to  the Meadow -- and take the first opportunity to cart or sled the Manure from the Yard at home up to the Top of  Stony field Hill. The first season that happens fit for ploughing should be employed in crop ploughing the Ground at home over the Way. The News of  Arm growing better, has given me great Pleasure. Of the four Barrells of flour I have shipped to you, present one of them to my Mother from me with my Duty and Affection. Tell my Brother I hope he has seen his Error and become a better friend of Peace and good Government, than he has been somewhat inclined to be since the Promulgation of the Treaty.  I am with Affections as ever Your   Though I have alluded to  your Letter of Jan. 10  I have not before expressly acknowledged the Rest of it.   "
"Philadelphia  January 23. 1796
","My Dearest Friend I have nothing to write you at this moment but Scandal, and that about one of our Connections and Acquaintances, in whose Character and Fortunes Several of our near Relations and kind Friends are deeply interested for which Reason I write in Confidence and pray that Calumny if it is such may not be propagated from me nor in my name. It is reported here in Company of Senators and others of Senatorial Dignity that Mr. Greenleaf by Virtue of a  Connecticut Divine in Imitation of Captain Beal is about to marry Nancy Allen. It is also reported that Mr. Greenleaf has taken Advantage of the  of the  Boston Speculators in whose Estimation Dollars seem of no more Value than Cents ought to be to make an enormous hall of fishes to the amount of half a Million of Dollars  by a very Artful Sale of shares at a monstrous Price in a purchase he made of Mr. Gun of  Georgia Lands at a very trifling one. The House of Representatives will do no Business with any Spirit before the Treaty arrives. The disaffected are intriguing but accounts from all quarters are very discouraging to them. We have been very unfortunate in the Delays which have Attended the Dispatches of our Ambassadors. Very Lucky , that you are not liable to criticism upon this occasion! This  [illegible]   Demurrage would have been charged doubly, both to your Account and that of your Father. It would have been a Shame! a Trick and a design Scheme a Contrivance. From hatred to  France, Attachment to  England, monarchical Maneuvres and Aristocratical Cunning! Oh how eloquent they would have been. The Southern Gentry are playing at present a very  Game, which I may devallope to you in  Confidence hereafter, under the Seal of Secrecy. Both in Conversation and in Letters they are representing the Vice President as a Man of Moderation. Although rather inclined to limited Monarchy and somewhat attached to the English, he is much less so that Jay or Hamilton. For their Parts for the sake of Conciliation they should be very Willing he should be continued as Vice President, provided Jefferson the Northern Gentlemen would consent that Jefferson should be President. I most humbly thank you for your kind Condescension, Messieurs Transcheasapeaks.   "
"Philadelphia  January 26. 1796
","Yesterday I came to Senate as usual on a monday morning pleasing my Imagination and my heart with the hope and reputation of a Letter from -- my dearest Friend. No Letter for The Vice President says Mothers! All Day in bad  -- dirty Weather -- wet walking -nothing good -- nothing right. The poor Post offices did not escape -- it was Some blunder -some  of theirs -- in  Philadelphia --  New York or  Boston. Or Perhaps Mam is Sick -- Oh dear!  -- Oh dear! Fever and Ague! Thus peevishly, fretfully and unphilosophically was Yesterday passed. Yet to divert it I read a Number of Books in Cowpers Homer and Smooked I know not how many Segars. I have had the  Society of Josiah Quincy and Martin Lincoln, to assist in consoling me a little of late. There is absolutely nothing to write public nor private but such as the above.    Adieu   "
"Philadelphia  January 29. 1796
","My Dearest Friend Yesterday which was Post Day from the Eastward I was disappointed again of a Letter and went pesting all the day long against the Post Office. But this morning has produced me  Yours of the 15th  which informs me that you meet with similar . There has not one Post parted from  Philadelphia for  Boston Since I have been here without a Letter from me to You. Wednesdays and Saturdays are the only ones when the Mail is made up for  Boston and  Quincy and I make a Point of never Suffering one of them to pass without a Letter. Your Letters are the greatest Pleasure of my Life here -- but in your last not one Word about the Farm. Mr. Langworthy and Dr. Bollman have called upon me this Week and are both intelligent Men. I have read this Week Dr. Styles's History of Whalley Goffe, Diswell and Whale and Governor Adams's Spech to the General Court and I find them both  Examples of Superannination. In the Speech I see the fruit of old Spite against Washington, Jay and old  England as well as weak affectation of Popularity. Personal Malice against Men or Countries, has either no Existence in my heart, or they are suppressed and overawed by a decisive sentiment of their Antichristian and Antiphilosophical and Antimoral Turpitude and Deformity. Yet I cannot answer for lips may my self that my shaking hands and trembling dissmay not expose to the World Weakness, folly and Weaknessess as groups as this, if I should live to advance Age, Reflections like these determine me at all Events to retire from the public Stage in good Season. Pray are our  Plymouth Friends become Frenchified as well as Anti federal. If they avow such Opinions as you hear, although I shall  never disturb their Repose, I shall never have any Confidence in them. But Doatage appears to me from every quarter among my old Friends. Our  are all well thro the Meazles as Col. Smith writes me and I hear from Travellers who have lately been entertained at that Hospitable House. May the Means as well as Disposition be long continued. You have lost  Letters from  the Hague and  London I doubt not in the late shipwrecks. I have none since that of the 30 of Septr. which I inclosed to you. We shall have a flood of News at once, by and by from  France,  Holland,  England and &c. I hope our Mass. House and Senate will correct the old  -- if they dont they deserve the Confusion and every evil Work to which his impudent Speech directly tends.  Yours affectionately as ever,      "
"Philadelphia  January 31. and last 1796
","My dearest Friend I have a secret to Communicate to Your Prudence. The  by Camillus was written in Concert between Hamilton, King and Jay. The Writings on the first ten Articles of the Treaty were written by Hamilton. The rest by King, till they came to the question of the Constitutionality of the Treaty, which was discussed by Hamilton. Jay was to have written a concluding Peroration: but being always a little lazy and perhaps concluding upon the whole that it might be most politick to keep his Name out of it, and perhaps finding that the Work was already well done he neglected it. This I have from Kings own mouth. It is to however for Hamiltons. All three consulted together upon most if not all the Pieces. Another Piece of History   of a very different kind. You knew Dr. Redman, the Manager of the Assembly. The smiling, the genteel, the well bred, the Gentleman like, the I dont know what. The Judge of some Court here. He went off this Morning in a stage in disgrace, to the southward.  This he choose rather than open his Veins Pro more Roma novum. Alass poor human nature! He has been slandered, with Imputations of something like what they call in  London Ladys Pillage -- of a very gross kind however -- with so much success, that a voluntary Banishment is considered as a very humane and  Punishment. I hate such subjects and therefore cannot and would not, if I could give you the details. I read forever, and am determined to sacrifice my Eyes like John Milton rather than give up the Amusement without which I should despair. If I did not with you consider the Universe as all one Family, I would never stay another day here. I have read four thick Octavo Volumes of Tacitus translated by Murphy, One thick Volume of Homers I had translate by Cowper, besides a multitude of Pamphlets and Newspapers, since I have been here. I dont write enough. The Habit of Writing should not be lost as I  it.  Peter Pindar has it right.  Search We the Spot which mental power contains? Go where Man gets his living by his Brains. If I had my Living by my Brains for seven Years past I should have had more mental Power. But Brains have not only been Useless but even hurtful and pernicious in my Course. Mine have been idle a long time -- till they are rusty. Dr. Bollman has given me an Account of his Intrigue to Liberate Fayette: for which I have heard a hint that he expects some office -- Entre nous -- But he will be disappointed. Fayettes disinterested unpaid services will cost Us very dear. Your son has already advanced to his Wife three hundred Guineas, Which I hope and suppose will be reimbursed to him. Mischief always and  often lurks under Pretensions and Professions of service without Pay.   With affections which No time nor    Space will abate  "
"Philadelphia  Feb. 2. 1796
","My Dearest Friend I received yesterday  yours of 21.  and  25 Jan.  The Senate and House of  Massachusetts without any flights or flashes in their Answer to the Governors Speech  discovered a Gravity, Wisdom, Firmness and Dignity which as much to their honour as it is to the Consolation of the Sober and important Part of the Community and the humiliation of all the corrupt and distracted. I See daily so many affecting Proofs of the debilitating Power of Age, that I pity an old Man when he exposes himself. I had Yesterday a  in my own Chamber, which moved the tender feeling of my heart for a Friend advanced in Years, not many however beyond my own. I feel bold and Strong myself, tho my hands shake but my Age admonishes me to have a Care. It is devoutly to be wished that the  Massachusetts had a Governor capable of diffusing his Thoughts over fifteen seeing states and being their Dependences on each other as well as their Relations with foreign Nations. Mr. Adams cannot. His Pride and Vanity are vastly more extensive than his Abilities. He always had a contracted Mind --  a subtle and a bold one. He never was over honest nor over candid. He will lie a little for his own Vanity and more for his Party, and as much as a Spartan for his notions of the public good. Judge Cushing declines the Place of Chief Justice on Account of his Age and declining Health. Let not my Communications worry thee. I am unchangeably determined to serve Under no other than Washington. Telemachus says to the Suitors. 1. Odyssey. 490 &c. I am not averse From Kingly cares if Jove appoint me Such. I will not resist Jupiter. I will resign to his Will. If his Will is that any other should be president I know his Will also is that I should be a Farmer, for he has given me an understanding and a heart, which ought not and cannot and will not bow under Jefferson nor Jay nor Hamilton. It would be wicked in me. It would be countenancing Tyranny, Corruption and  in the People.   "
"Philadelphia  Feb. 6. 1796
","My Dearest Friend You say you have no desire to be the first, and I cannot say that it is desirable; but according to all present appearances you will either be the first or among the last in another thirteen months. I would not distress  to obtain the Priviledge of carrying an heavier Load than any of my fellow Labourers: but if the Fates destine one to attempt it it would be dastardly to shrink if it were in ones Power. The Question ought to be whether the Forces of Nature are adequate at this age. If They may possibly hold out one or two heats. I will not by any Pusillanimous Retreat thrown this Country into the Arms of a foreign Power, into a certain War and as certain Anarchy. If the People will do Such a Thing they shall have the undivided Glory of it. Judge Cushing has been wavering. Sometimes he would and  he would not be C. J. This will give the P. some trouble. Mr. Chase is a new Judge, but although a good 1774 Man his Character has a Mist about it of suspicion and Imperity which gives occasion to the Enemy to censure. He has been a warm Party Man, and has made many Ennemies. His Corpulency, which has increased very much Since I saw him last in  England, is  [illegible]   against his riding Circuits very long. I find none of our old Men very popular. Whether it is that old Parties their Ennemies have made unfavourable Impressions or whether the Youth who are rising up are desirous of shoving them out of the Way; or whether they have too much Vanity and too many Prejudices and wrong Notions to see the public Good  or whether all those Camps together have produced the Effect I know not. Mr. Brisler says he has had but thirty Dollars since last May. You must write me how this account stands and I will pay him up in March. No News from any Part of the World. All is stagnant Tranquility at present. I sent you a Porcupine by Mr. Martin Lincoln.  My Love and Duty as due.      "
"Philadelphia  Feb. 8. 1796
","My Dearest Friend It is monday, the Time to expect the Eastern mail. Other Men have Letters -- I have none -- humiliated and mortified and at the same time irritated. I feel sometimes a disposition to abuse the Post Officers, sometimes to make a rash Vow never to Spend another Winter  from my Small Family that remains to me, but never once harbour a Suspicion that Madam may have omitted to write. Upon the whole however my health and Spirits have been better this Winter, than at any time since I had the Ague, a Blessing which I attribute to the free Use of my horse the last Summer. Health and Spirits and Leisure have revived my old Passion for Reading to such a degree as  diverting me from my usual Exercise of Walking when I cannot ride, allarms me for the Continuance of my Health. A gloomy Prospect moreover of four Months longer attendance upon Congress, aggravated by the Recollection  that a few days later than this, the last Year, on the 19 of February I got my Release and Liberty, makes a great defalcation from my Philosophical Serenity. While We are informed that you have Plenty of snow and fine sledding and , We have Weather as mild as April and streets as dirty as March. No further News of the Treaty or  else from  Europe. Business in Congress is languid as gaping and yawning as if Morpheus had  [illegible]   poured out all his soporifecks upon the two Houses. The Voice of Faction even is Scarcely heard. I suppose however when the Treaty comes he will lift up his Notes like a Trumpet. General Wayne has returned and enjoyed his . Judge Chace is here with the rest. Mr. Lee the Attorney General a Brother of our Friend the late Member of the House and of the late Governor of  Virginia, married to a Daughter of Richard Henry Lee is arrived with his Family. So is Mr. McHenry the Secretary at War. The offices are once more full.  But how differently filled, than when Jefferson, Hamilton, Jay &c. were here. The present Incumbent not being much thought of or at least talked of for President, Vice President, or substitute for both, the Public may be less disposed to fight for them or against them. The first situation is the great Object of Contention the Center and main source of all Gravitation as the learned Dr. Adams teaches in all his Writings, and  believes him tho nobody will own it. My Letters to You must never be seen by  else -and I ought here to caution you to be very careful and reserved in showing our sons Letters -- for thousands are watching for his halting, as well as mine and yours. Mrs. Green with her two Daughters are here and mourns in pathetic Accents that her Friend Mrs. Adams is not here -   "
"Philadelphia  Feb. 10. 1796
","My dearest Friend The  slip from Benjamins Paper of this Morning will Shew you that the Electioneering Campaign is opened already. The  ""good Patriot, Statesman and Philosopher"" is held up as the Successor. I am determined to be a Silent Spectator of the silly and the wicked Game and to enjoy it as a Comedy, a Farce or a Gymnastic Exhibition at  Sadlers Wells or  Actleys Amphitheatre. I will laugh let them say what they will, and I will laugh let it go as it will. I know however how it will go as well as if it was already gone. The P. looks to me worried and growing old faster than I could wish and his Lady complains of Infirmities of Age and lowness of Spirits for the first time. The Accursed Spirit which actuates a vast Body of People Partly Antifederalists, partly desperate Debtors and partly frenchified Tools, will murder all good Men among Us and destroy all the Wisdom and Virtue of the Country. Our  Glasses are almost run out. They cannot rob Us of much Enjoyment for We have not much to enjoy. Certainly We shall have more in private than in public Life. "
"Philadelphia  Feb. 10. 1796
","My Dearest Friend Mr. Neckar in his Essay on the true Principles of Executive Power in great States, chapter 12, Says ""A Man, like myself, who has been Some Years placed in the Center of Public affairs, who has been one of the Axes round which the motions of personal Interest perform their Circuit, is best able to judge from his own Experience of the Activity of those Interests, and to perceive in what manner the human heart is influenced, irritated and Soothed by hope. Full often are the thoughts of Men employed upon their own personal Views, when they affect most carelessly to neglect or most generously to Sacrifice them. I grant that Individuals have for their Days of parade a pompous and wonder working Language; but I affirm, that, in their daily habits and in their Secret Confessions, We find them always occupied either with the fortune they are pursuing or the Eminence to which they aspire. It must not therefore be doubted that the more We narrow the Circle of Encouragement and Rewards which the Executive Power can bestow, the more We shall enfeeble the Action of it."" A Man, who like myself,  have been many more Years, than Mr. Neckar ever was, in the Center of Public Affairs   and that in a young Country which has ever boasted of its Simplicity, Frugality, Integrity, Public Spirit, public Virtue, Disinterestedness &c. can judge from my own Expressions of the Activity of Private Interest, and perceive in what manner the human heart is influenced, irritated and Soothed by hope. Neglect and Sacrifices of personal Interests are oftener boasted than practised. The Parade and Pomp and Ostentation and Hypocricy have been as common in  America as in  France. When I hear these Pretensions Sett up, I am very apt to Say to myself this Man deceives himself, or is attempting to deceive me. The various Elections of the  United States, will soon call forth all these Personal Interests in all their , and all the Acts of Dissimulation to conceal them. I am weary of the Game. Yet I dont know how I could live out of it. I dont love Slight, neglect, Contempt, disgrace nor Insult more than others. Yet I believe I have firmness of Mind enough to bear it like a Man, a Hero and a Philosopher. I might groan like Achilles and roll from Side to side, abed Sometimes at the Ignorance, Folly, Injustice and Ingratitude of the World. But I should be resigned and become more easy and chearful and enjoy myself and my Friends better than ever I did. Charles came upon me by  last Evening express from  N. York with the Alquine Treaty and Presents among which is the Sword with a Golden Scabbard. Col. John Smith in a Vessell from  Lisbon is arrived at  New York with this  presisous Deposit and Charles came on the bring it. He left all well. I wish the English and Spanish Treaties would arrive that We might have all under one View.   "
